Reflectivity,Azimut,Elevation,Classe
0.11245,-75.644,63.6643,sol
0.17647,-75.6478,63.6661,sol
0.23494,-75.6515,63.6678,eau
0.13454,-75.6584,63.671,sol
0.19745,-75.6661,63.6746,sol
0.13229,-75.6734,63.678,sol
0.21244,-75.6799,63.681,sol
0.1481,-75.6837,63.6828,sol
0.22437,-75.6885,63.685,eau
0.14581,-75.7025,63.6915,sol
0.14121,-75.725,63.7019,sol
0.11106,-75.7413,63.7094,sol
0.15614,-75.7536,63.715,sol
0.23238,-75.7613,63.7186,eau
0.14899,-75.7661,63.7208,sol
0.082891,-75.7701,63.7226,foret
0.14166,-75.792,63.7327,sol
0.10445,-75.816,63.7437,foret
0.1561,-75.8196,63.7454,sol
0.11183,-75.8271,63.7488,sol
0.10508,-75.8401,63.7548,foret
0.13322,-75.8688,63.7681,sol
0.13468,-75.915,63.7893,sol
0.10263,-75.9404,63.801,foret
0.1847,-75.943,63.8022,sol
0.1299,-75.9485,63.8047,sol
0.21265,-75.9543,63.8074,sol
0.14696,-75.9625,63.8111,sol
0.24088,-75.9702,63.8147,eau
0.17433,-75.9755,63.8171,sol
0.141,-75.9822,63.8202,sol
0.30951,-75.9863,63.8221,eau
0.15134,-75.9893,63.8234,sol
0.29732,-75.9937,63.8254,eau
0.15139,-75.9979,63.8274,sol
0.39176,-76.0006,63.8286,eau
0.25948,-76.0048,63.8305,eau
0.20362,-76.0118,63.8337,sol
0.16615,-76.0249,63.8397,sol
0.24047,-76.0359,63.8447,eau
0.15568,-76.0418,63.8474,sol
0.22245,-76.0463,63.8495,eau
0.35363,-76.0482,63.8504,eau
0.19657,-76.0539,63.8529,sol
0.15697,-76.0732,63.8617,sol
0.24281,-76.0893,63.869,eau
0.12767,-76.0942,63.8712,sol
0.21195,-76.0983,63.8731,sol
0.12706,-76.1018,63.8747,sol
0.15836,-76.112,63.8793,sol
0.15396,-76.1261,63.8856,sol
0.28361,-76.1348,63.8896,eau
0.16432,-76.1396,63.8917,sol
0.10745,-76.1438,63.8936,foret
0.15768,-76.1498,63.8963,sol
0.22898,-76.1558,63.899,eau
0.15601,-76.1626,63.9021,sol
0.15473,-76.1781,63.909,sol
0.24036,-76.1893,63.914,eau
0.11525,-76.1918,63.9151,sol
0.18378,-76.1978,63.9178,sol
0.13037,-76.2051,63.9211,sol
0.1754,-76.2198,63.9276,sol
0.12145,-76.2331,63.9336,sol
0.17983,-76.2382,63.9359,sol
0.12168,-76.2519,63.942,sol
0.21818,-76.2629,63.9469,eau
0.15067,-76.27,63.95,sol
0.14371,-76.2829,63.9558,sol
0.24429,-76.2901,63.959,eau
0.10239,-76.2928,63.9602,foret
0.21828,-76.2965,63.9618,eau
0.10441,-76.2996,63.9632,foret
0.19058,-76.3056,63.9659,sol
0.12249,-76.3129,63.9691,sol
0.20575,-76.3181,63.9714,sol
0.15136,-76.3399,63.9811,sol
0.1513,-76.3774,63.9977,sol
0.11861,-76.399,64.0073,sol
0.1785,-76.4092,64.0118,sol
0.24672,-76.4167,64.0151,eau
0.17014,-76.4221,64.0175,sol
0.15119,-76.4284,64.0203,sol
0.10042,-76.4317,64.0218,foret
0.14086,-76.4378,64.0244,sol
0.24214,-76.4439,64.0272,eau
0.17094,-76.4506,64.0301,sol
0.14792,-76.4654,64.0366,sol
0.19129,-76.4765,64.0415,sol
0.12244,-76.4814,64.0437,sol
0.17852,-76.4866,64.046,sol
0.11196,-76.4896,64.0473,sol
0.13248,-76.5222,64.0617,sol
0.062388,-76.5548,64.0761,foret
0.13357,-76.5619,64.0793,sol
0.19125,-76.5704,64.083,sol
0.16973,-76.587,64.0904,sol
0.30371,-76.6028,64.0975,eau
0.25073,-76.6045,64.0982,eau
0.092141,-76.6059,64.0989,foret
0.15173,-76.6129,64.102,sol
0.11747,-76.6263,64.1079,sol
0.21148,-76.6359,64.1122,sol
0.11223,-76.6399,64.114,sol
0.18077,-76.6462,64.1168,sol
0.060881,-76.6518,64.1193,foret
0.13795,-76.6758,64.1299,sol
0.20081,-76.6995,64.1403,sol
0.13444,-76.706,64.1432,sol
0.11658,-76.723,64.1506,sol
0.19685,-76.7354,64.156,sol
0.1197,-76.7667,64.1696,sol
0.14142,-76.8147,64.1903,sol
0.13571,-76.8368,64.1998,sol
0.12746,-76.8446,64.2031,sol
0.19283,-76.8487,64.2049,sol
0.13289,-76.8641,64.2115,sol
0.11076,-76.884,64.2201,sol
0.076879,-76.8909,64.223,foret
0.13905,-76.9005,64.2271,sol
0.19232,-76.9101,64.2313,sol
0.1391,-76.9189,64.235,sol
0.085331,-76.9272,64.2386,foret
0.12874,-76.9366,64.2426,sol
0.16265,-76.9464,64.2469,sol
0.11211,-76.978,64.2604,sol
0.12859,-77.0277,64.2817,sol
0.12034,-77.0515,64.2919,sol
0.19289,-77.0568,64.2942,sol
0.13159,-77.062,64.2964,sol
0.23647,-77.0684,64.2991,eau
0.13124,-77.0766,64.3027,sol
0.21109,-77.0839,64.3058,sol
0.14793,-77.0901,64.3085,sol
0.20842,-77.0963,64.3111,sol
0.13624,-77.1082,64.3162,sol
0.15654,-77.1223,64.3222,sol
0.22286,-77.129,64.3251,eau
0.13085,-77.1431,64.331,sol
0.14605,-77.1611,64.3387,sol
0.22299,-77.1707,64.3428,eau
0.14535,-77.1775,64.3456,sol
0.086211,-77.1821,64.3476,foret
0.22434,-77.1846,64.3486,eau
0.14109,-77.1909,64.3513,sol
0.22408,-77.1967,64.3537,eau
0.33129,-77.1995,64.3549,eau
0.20447,-77.2028,64.3563,sol
0.1242,-77.2175,64.3625,sol
0.18338,-77.2314,64.3683,sol
0.13342,-77.2422,64.3729,sol
0.21516,-77.253,64.3774,sol
0.14966,-77.261,64.3808,sol
0.44212,-77.2715,64.3852,eau
0.20028,-77.2781,64.388,sol
0.28231,-77.2824,64.3898,eau
0.16289,-77.2867,64.3916,sol
0.17937,-77.295,64.3951,sol
0.22899,-77.3033,64.3986,eau
0.38023,-77.3072,64.4002,eau
0.48341,-77.3148,64.4034,eau
0.40308,-77.3255,64.4078,eau
0.46239,-77.3321,64.4106,eau
0.37216,-77.3361,64.4123,eau
0.43776,-77.3395,64.4137,eau
0.51148,-77.343,64.4152,eau
0.42114,-77.3519,64.4189,eau
0.32647,-77.3689,64.426,eau
0.41288,-77.3852,64.4327,eau
0.22456,-77.3926,64.4358,eau
0.14833,-77.4038,64.4405,sol
0.057793,-77.4146,64.445,foret
0.33501,-77.4167,64.4458,eau
0.14681,-77.4336,64.4528,sol
0.14297,-77.4688,64.4674,sol
0.13773,-77.5261,64.4909,sol
0.11502,-77.5727,64.5101,sol
0.20203,-77.5833,64.5144,sol
0.34668,-77.5883,64.5164,eau
0.20823,-77.5942,64.5188,sol
0.13625,-77.6077,64.5244,sol
0.12388,-77.6209,64.5298,sol
0.22094,-77.6243,64.5312,eau
0.13764,-77.6333,64.5349,sol
0.24898,-77.641,64.538,eau
0.13666,-77.647,64.5404,sol
0.28183,-77.6554,64.5439,eau
0.19845,-77.6607,64.5461,sol
0.12049,-77.6688,64.5493,sol
0.18081,-77.6755,64.5521,sol
0.15595,-77.6921,64.5588,sol
0.28936,-77.7089,64.5657,eau
0.11131,-77.7129,64.5673,sol
0.14281,-77.7222,64.5711,sol
0.17483,-77.7338,64.5758,sol
0.23468,-77.7397,64.5782,eau
0.15207,-77.7529,64.5836,sol
0.11616,-77.7686,64.5899,sol
0.18371,-77.7752,64.5926,sol
0.12076,-77.7815,64.5952,sol
0.18988,-77.7857,64.5969,sol
0.14618,-77.792,64.5994,sol
0.089488,-77.7995,64.6025,foret
0.14181,-77.8137,64.6083,sol
0.21073,-77.8256,64.6131,sol
0.29845,-77.8276,64.6139,eau
0.1436,-77.8308,64.6152,sol
0.19462,-77.8369,64.6176,sol
0.086334,-77.8416,64.6196,foret
0.25537,-77.8466,64.6216,eau
0.20371,-77.8548,64.6249,sol
0.12617,-77.8653,64.6292,sol
0.14797,-77.8788,64.6347,sol
0.2367,-77.8866,64.6378,eau
0.11435,-77.8915,64.6398,sol
0.14394,-77.9042,64.6449,sol
0.097958,-77.9148,64.6492,foret
0.15746,-77.9194,64.6511,sol
0.26099,-77.924,64.6529,eau
0.15848,-77.9279,64.6545,sol
0.30468,-77.9328,64.6564,eau
0.17457,-77.9389,64.6589,sol
0.12079,-77.9455,64.6616,sol
0.16117,-77.9608,64.6677,sol
0.29739,-77.9753,64.6735,eau
0.2017,-77.9816,64.6761,sol
0.12884,-77.989,64.679,sol
0.21378,-77.9947,64.6813,sol
0.12313,-78.0065,64.6861,sol
0.30321,-78.0179,64.6906,eau
0.18438,-78.0227,64.6925,sol
0.16681,-78.0347,64.6973,sol
0.25381,-78.0455,64.7017,eau
0.14159,-78.0569,64.7063,sol
0.20785,-78.0687,64.711,sol
0.14556,-78.074,64.7131,sol
0.2146,-78.0789,64.7151,sol
0.15267,-78.0956,64.7217,sol
0.14066,-78.1137,64.729,sol
0.1761,-78.1348,64.7375,sol
0.13882,-78.1546,64.7453,sol
0.19152,-78.159,64.7471,sol
0.11678,-78.1634,64.7489,sol
0.2949,-78.1659,64.7499,eau
0.1465,-78.1746,64.7533,sol
0.095813,-78.1834,64.7569,foret
0.17116,-78.1895,64.7593,sol
0.1503,-78.205,64.7655,sol
0.23505,-78.2178,64.7705,eau
0.15716,-78.2235,64.7728,sol
0.099363,-78.2306,64.7756,foret
0.18417,-78.2353,64.7775,sol
0.11526,-78.2388,64.7789,sol
0.19397,-78.2422,64.7802,sol
0.16082,-78.2594,64.787,sol
0.1179,-78.2843,64.7969,sol
0.15829,-78.3024,64.804,sol
0.20553,-78.3139,64.8085,sol
0.12735,-78.3208,64.8113,sol
0.24099,-78.3281,64.8142,eau
0.16091,-78.3361,64.8173,sol
0.24118,-78.3436,64.8202,eau
0.16147,-78.3559,64.8251,sol
0.21948,-78.3674,64.8296,eau
0.15044,-78.3734,64.832,sol
0.28741,-78.3794,64.8343,eau
0.13497,-78.3865,64.8371,sol
0.17741,-78.3944,64.8402,sol
0.10889,-78.3984,64.8418,foret
0.17324,-78.4068,64.8451,sol
0.15722,-78.4218,64.8509,sol
0.17065,-78.4347,64.8559,sol
0.13122,-78.4436,64.8594,sol
0.18992,-78.4502,64.862,sol
0.10814,-78.4536,64.8633,foret
0.29532,-78.4561,64.8643,eau
0.12646,-78.4602,64.8659,sol
0.20672,-78.4642,64.8675,sol
0.12165,-78.4673,64.8687,sol
0.19483,-78.4714,64.8703,sol
0.28818,-78.4734,64.871,eau
0.10001,-78.4757,64.872,foret
0.17584,-78.481,64.874,sol
0.23052,-78.4853,64.8757,eau
0.12341,-78.4911,64.8779,sol
0.22108,-78.4968,64.8802,eau
0.16612,-78.5004,64.8816,sol
0.088234,-78.5038,64.8829,foret
0.18323,-78.5063,64.8839,sol
0.11085,-78.5107,64.8856,sol
0.19278,-78.5156,64.8875,sol
0.1298,-78.528,64.8923,sol
0.12877,-78.5573,64.9036,sol
0.17893,-78.583,64.9136,sol
0.11827,-78.5931,64.9175,sol
0.18481,-78.5973,64.9191,sol
0.13725,-78.615,64.9259,sol
0.18605,-78.6341,64.9333,sol
0.14936,-78.6431,64.9368,sol
0.22464,-78.6505,64.9396,eau
0.16591,-78.657,64.9421,sol
0.11327,-78.6641,64.9448,sol
0.13516,-78.6706,64.9473,sol
0.16967,-78.6829,64.9521,sol
0.13177,-78.6967,64.9574,sol
0.18937,-78.704,64.9602,sol
0.13749,-78.7065,64.9611,sol
0.1914,-78.7103,64.9626,sol
0.13336,-78.7151,64.9644,sol
0.20216,-78.7194,64.9661,sol
0.15557,-78.7284,64.9695,sol
0.11921,-78.7367,64.9727,sol
0.20707,-78.7398,64.9739,sol
0.14499,-78.7467,64.9765,sol
0.12061,-78.7534,64.9791,sol
0.21028,-78.7605,64.9818,sol
0.15118,-78.7711,64.9859,sol
0.21842,-78.7794,64.989,eau
0.11471,-78.7842,64.9909,sol
0.14601,-78.7943,64.9947,sol
0.16413,-78.8093,65.0004,sol
0.15279,-78.836,65.0106,sol
0.24766,-78.8593,65.0195,eau
0.11467,-78.8638,65.0212,sol
0.27317,-78.8683,65.0229,eau
0.38657,-78.8723,65.0244,eau
0.14331,-78.8775,65.0264,sol
0.18259,-78.8851,65.0293,sol
0.27924,-78.8903,65.0312,eau
0.35536,-78.8946,65.0329,eau
0.42898,-78.8988,65.0344,eau
0.19205,-78.9036,65.0363,sol
0.51028,-78.9083,65.038,eau
0.3876,-78.9115,65.0393,eau
0.24736,-78.9162,65.041,eau
0.41735,-78.9209,65.0428,eau
0.21816,-78.927,65.0451,eau
0.1433,-78.9329,65.0474,sol
0.37507,-78.9382,65.0493,eau
0.1767,-78.947,65.0527,sol
0.093975,-78.9555,65.0559,foret
0.13257,-78.9634,65.0589,sol
0.1295,-78.982,65.0659,sol
0.16411,-78.9988,65.0722,sol
0.12086,-79.0229,65.0812,sol
0.141,-79.0562,65.0937,sol
0.20204,-79.0697,65.0987,sol
0.13656,-79.0781,65.1019,sol
0.10853,-79.0911,65.1067,foret
0.14391,-79.1009,65.1104,sol
0.075313,-79.1061,65.1123,foret
0.15466,-79.1117,65.1144,sol
0.24562,-79.1184,65.1169,eau
0.14994,-79.1259,65.1197,sol
0.24525,-79.1324,65.1221,eau
0.14766,-79.143,65.1261,sol
0.13839,-79.1619,65.1331,sol
0.15023,-79.1789,65.1394,sol
0.27793,-79.1879,65.1427,eau
0.13751,-79.1963,65.1459,sol
0.21073,-79.2046,65.1489,sol
0.14602,-79.2175,65.1537,sol
0.22141,-79.2303,65.1584,eau
0.15243,-79.2351,65.1602,sol
0.22706,-79.2397,65.1619,eau
0.11468,-79.2427,65.163,sol
0.2125,-79.246,65.1642,sol
0.12491,-79.256,65.1679,sol
0.11036,-79.2727,65.174,sol
0.10939,-79.294,65.1819,foret
0.11328,-79.3195,65.1913,sol
0.17646,-79.3342,65.1966,sol
0.12359,-79.3582,65.2054,sol
0.17858,-79.3833,65.2146,sol
0.11184,-79.4105,65.2246,sol
0.13292,-79.4375,65.2345,sol
0.1089,-79.4602,65.2427,foret
0.16969,-79.4812,65.2504,sol
0.2995,-79.4852,65.2519,eau
0.22455,-79.4929,65.2547,eau
0.11582,-79.5142,65.2624,sol
0.16627,-79.5328,65.2692,sol
0.22314,-79.5368,65.2706,eau
0.14652,-79.5506,65.2756,sol
0.12627,-79.5792,65.286,sol
0.10077,-79.5985,65.293,foret
0.12368,-79.6105,65.2973,sol
0.19165,-79.6218,65.3014,sol
0.11579,-79.6264,65.3031,sol
0.25093,-79.6297,65.3043,eau
0.18567,-79.6363,65.3067,sol
0.12426,-79.6441,65.3094,sol
0.28999,-79.6485,65.311,eau
0.46466,-79.6551,65.3134,eau
0.38204,-79.6641,65.3167,eau
0.36403,-79.6792,65.3221,eau
0.23725,-79.6904,65.3261,eau
0.13587,-79.6996,65.3294,sol
0.12925,-79.7156,65.3352,sol
0.25917,-79.7258,65.3388,eau
0.31569,-79.7348,65.342,eau
0.51629,-79.7435,65.3451,eau
0.32008,-79.7497,65.3474,eau
0.41649,-79.7567,65.3499,eau
0.33619,-79.7633,65.3522,eau
0.43687,-79.7701,65.3547,eau
0.3364,-79.7833,65.3594,eau
0.37788,-79.7974,65.3644,eau
0.28361,-79.8015,65.3659,eau
0.13614,-79.8143,65.3704,sol
0.10958,-79.834,65.3774,foret
0.14552,-79.8513,65.3835,sol
0.24208,-79.8658,65.3887,eau
0.14274,-79.8782,65.3931,sol
0.21833,-79.8879,65.3965,eau
0.12682,-79.8942,65.3987,sol
0.22236,-79.9036,65.402,eau
0.37659,-79.9103,65.4044,eau
0.51036,-79.9145,65.4059,eau
0.32451,-79.9197,65.4077,eau
0.47587,-79.9243,65.4093,eau
0.35693,-79.9304,65.4114,eau
0.44149,-79.9364,65.4136,eau
0.33463,-79.9434,65.416,eau
0.36747,-79.9535,65.4196,eau
0.42504,-79.9617,65.4224,eau
0.30998,-79.967,65.4243,eau
0.33959,-79.9759,65.4274,eau
0.36172,-79.9864,65.4311,eau
0.30016,-79.9907,65.4326,eau
0.39832,-79.9938,65.4337,eau
0.32509,-80,65.4358,eau
0.3903,-80.0102,65.4393,eau
0.27473,-80.0179,65.442,eau
0.21348,-80.0197,65.4427,sol
0.35682,-80.0227,65.4437,eau
0.1803,-80.0282,65.4456,sol
0.12945,-80.0415,65.4503,sol
0.27015,-80.055,65.455,eau
0.44779,-80.0598,65.4566,eau
0.386,-80.0645,65.4582,eau
0.32876,-80.0685,65.4597,eau
0.45069,-80.0714,65.4606,eau
0.30798,-80.0756,65.4621,eau
0.36134,-80.0842,65.4651,eau
0.28678,-80.0902,65.4672,eau
0.39569,-80.1001,65.4706,eau
0.44404,-80.1117,65.4746,eau
0.33551,-80.1174,65.4766,eau
0.15257,-80.1296,65.4808,sol
0.14482,-80.1638,65.4927,sol
0.11569,-80.1954,65.5035,sol
0.1539,-80.2071,65.5076,sol
0.2215,-80.2217,65.5126,eau
0.11918,-80.2501,65.5224,sol
0.21401,-80.2705,65.5294,sol
0.2855,-80.2742,65.5306,eau
0.40741,-80.2842,65.5341,eau
0.3506,-80.2967,65.5384,eau
0.38789,-80.3024,65.5403,eau
0.48155,-80.3055,65.5414,eau
0.41859,-80.3109,65.5432,eau
0.27505,-80.3165,65.5451,eau
0.14222,-80.3368,65.5521,sol
0.14551,-80.3582,65.5594,sol
0.24542,-80.3662,65.5621,eau
0.48827,-80.3727,65.5643,eau
0.40461,-80.376,65.5655,eau
0.34461,-80.3791,65.5665,eau
0.42016,-80.3887,65.5698,eau
0.48737,-80.3976,65.5728,eau
0.39298,-80.4043,65.5751,eau
0.51424,-80.4106,65.5772,eau
0.30075,-80.4133,65.5782,eau
0.57991,-80.4157,65.579,eau
0.37012,-80.419,65.5801,eau
0.13289,-80.4601,65.594,sol
0.11948,-80.5653,65.6294,sol
0.12398,-80.6404,65.6545,sol
0.12119,-80.6584,65.6606,sol
0.16409,-80.67,65.6644,sol
0.1247,-80.6879,65.6704,sol
0.10949,-80.7085,65.6772,foret
0.10726,-80.75,65.691,foret
0.12783,-80.8337,65.7187,sol
0.25587,-80.8829,65.7349,eau
0.10336,-80.887,65.7362,foret
0.19044,-80.8983,65.7399,sol
0.19279,-80.9114,65.7442,sol
0.1392,-80.9285,65.7499,sol
0.08155,-80.9419,65.7542,foret
0.21715,-80.945,65.7552,sol
0.14006,-80.9581,65.7595,sol
0.070538,-80.9697,65.7633,foret
0.18135,-80.9745,65.7649,sol
0.07497,-80.9793,65.7665,foret
0.1962,-80.9824,65.7675,sol
0.11207,-80.991,65.7703,sol
0.19291,-81.0006,65.7734,sol
0.10783,-81.0063,65.7753,foret
0.14986,-81.0186,65.7793,sol
0.1429,-81.0369,65.7852,sol
0.30636,-81.0477,65.7888,eau
0.4752,-81.0534,65.7906,eau
0.3409,-81.0587,65.7923,eau
0.40291,-81.0685,65.7955,eau
0.30123,-81.0802,65.7993,eau
0.2386,-81.0852,65.8009,eau
0.068392,-81.0871,65.8015,foret
0.11941,-81.103,65.8067,sol
0.11219,-81.1233,65.8133,sol
0.16432,-81.1321,65.8161,sol
0.23605,-81.1369,65.8177,eau
0.40892,-81.1403,65.8188,eau
0.33442,-81.146,65.8206,eau
0.41025,-81.1547,65.8234,eau
0.31899,-81.1638,65.8263,eau
0.44749,-81.1697,65.8282,eau
0.36468,-81.1757,65.8302,eau
0.30269,-81.1801,65.8316,eau
0.10781,-81.2401,65.8509,foret
0.10536,-81.3209,65.8768,foret
0.090744,-81.3498,65.886,foret
0.12788,-81.3653,65.8909,sol
0.0756,-81.3752,65.8941,foret
0.12997,-81.3844,65.897,sol
0.18669,-81.3942,65.9001,sol
0.12035,-81.3976,65.9012,sol
0.17072,-81.4081,65.9046,sol
0.11493,-81.4211,65.9087,sol
0.20603,-81.4275,65.9107,sol
0.26015,-81.4316,65.912,eau
0.12688,-81.4436,65.9158,sol
0.20152,-81.4554,65.9196,sol
0.1187,-81.46,65.921,sol
0.16875,-81.4654,65.9227,sol
0.11487,-81.4768,65.9263,sol
0.20073,-81.4861,65.9293,sol
0.12165,-81.5172,65.9391,sol
0.17462,-81.5525,65.9501,sol
0.11641,-81.5672,65.9547,sol
0.20572,-81.5804,65.9588,sol
0.12279,-81.587,65.9609,sol
0.26534,-81.5936,65.9629,eau
0.36002,-81.5982,65.9644,eau
0.23447,-81.6015,65.9654,eau
0.17176,-81.6057,65.9667,sol
0.13649,-81.6263,65.9731,sol
0.1999,-81.6511,65.9807,sol
0.10659,-81.66,65.9835,foret
0.18571,-81.6651,65.9851,sol
0.27089,-81.6687,65.9862,eau
0.3886,-81.6727,65.9874,eau
0.14157,-81.687,65.9918,sol
0.17033,-81.7081,65.9983,sol
0.1457,-81.7205,66.0021,sol
0.20063,-81.7238,66.0031,sol
0.14923,-81.7306,66.0052,sol
0.21344,-81.7377,66.0074,sol
0.11774,-81.7432,66.0091,sol
0.19857,-81.749,66.0109,sol
0.10092,-81.753,66.0121,foret
0.19325,-81.7569,66.0133,sol
0.12922,-81.7635,66.0154,sol
0.24126,-81.7706,66.0175,eau
0.13401,-81.7858,66.0222,sol
0.21322,-81.8025,66.0273,sol
0.34315,-81.8101,66.0296,eau
0.26337,-81.8156,66.0313,eau
0.36777,-81.8203,66.0328,eau
0.29333,-81.8248,66.0342,eau
0.42404,-81.8277,66.035,eau
0.14426,-81.842,66.0394,sol
0.1793,-81.8572,66.044,sol
0.11813,-81.8985,66.0566,sol
0.2097,-81.9389,66.0689,sol
0.12893,-81.9441,66.0705,sol
0.21026,-81.9504,66.0724,sol
0.33485,-81.9557,66.074,eau
0.41142,-81.9682,66.0778,eau
0.21947,-81.9829,66.0822,eau
0.11871,-82.0213,66.0938,sol
0.17738,-82.0612,66.1058,sol
0.21902,-82.0721,66.109,eau
0.36972,-82.0788,66.111,eau
0.26662,-82.0843,66.1127,eau
0.12684,-82.1086,66.12,sol
0.15614,-82.133,66.1273,sol
0.29961,-82.1365,66.1283,eau
0.14544,-82.1503,66.1324,sol
0.21215,-82.1654,66.137,sol
0.15711,-82.1705,66.1385,sol
0.25844,-82.181,66.1416,eau
0.17866,-82.1924,66.145,sol
0.14568,-82.2109,66.1505,sol
0.12829,-82.2292,66.156,sol
0.20447,-82.2352,66.1578,sol
0.1327,-82.249,66.1619,sol
0.19621,-82.2637,66.1662,sol
0.14366,-82.2729,66.169,sol
0.24452,-82.2807,66.1713,eau
0.13094,-82.3091,66.1797,sol
0.061165,-82.3364,66.1878,foret
0.16851,-82.3456,66.1905,sol
0.12492,-82.364,66.1959,sol
0.14233,-82.3862,66.2025,sol
0.22025,-82.4002,66.2066,eau
0.14469,-82.4163,66.2113,sol
0.15537,-82.4394,66.2181,sol
0.15496,-82.4697,66.227,sol
0.15073,-82.4937,66.234,sol
0.0994,-82.4995,66.2357,foret
0.16038,-82.5135,66.2397,sol
0.13402,-82.5498,66.2501,sol
0.16113,-82.5846,66.26,sol
0.23923,-82.5948,66.2629,eau
0.13727,-82.6161,66.269,sol
0.10682,-82.6451,66.2772,foret
0.12483,-82.6693,66.2841,sol
0.17361,-82.6857,66.2888,sol
0.11103,-82.7032,66.2938,sol
0.1065,-82.7724,66.3136,foret
0.15348,-82.8303,66.3303,sol
0.098145,-82.8467,66.335,foret
0.18854,-82.87,66.3418,sol
0.25923,-82.8859,66.3464,eau
0.21069,-82.902,66.3511,sol
0.16204,-82.9141,66.3546,sol
0.099295,-82.9679,66.3701,foret
0.18699,-83.0213,66.3855,sol
0.26242,-83.0274,66.3872,eau
0.18147,-83.0338,66.3891,sol
0.099749,-83.0556,66.3953,foret
0.085744,-83.1188,66.4133,foret
0.0067691,-83.1609,66.4253,foret
0.11407,-83.1641,66.4262,sol
0.22718,-83.1999,66.4363,eau
0.14477,-83.2341,66.446,sol
0.2604,-83.2406,66.4478,eau
0.21352,-83.2468,66.4496,sol
0.27755,-83.253,66.4513,eau
0.22608,-83.2671,66.4553,eau
0.098385,-83.2905,66.4619,foret
0.13195,-83.3093,66.4671,sol
0.083249,-83.3393,66.4755,foret
0.12104,-83.3697,66.484,sol
0.07052,-83.3772,66.4861,foret
0.16778,-83.3825,66.4876,sol
0.098445,-83.3947,66.4909,foret
0.13453,-83.4049,66.4938,sol
0.22658,-83.4087,66.4948,eau
0.15423,-83.4123,66.4958,sol
0.087655,-83.4766,66.5136,foret
0.24938,-83.5427,66.5318,eau
0.11318,-83.5608,66.5368,sol
0.13297,-83.5855,66.5435,sol
0.10112,-83.6028,66.5483,foret
0.11428,-83.6237,66.554,sol
0.11654,-83.652,66.5617,sol
0.10415,-83.6994,66.5746,foret
0.10552,-83.7432,66.5865,foret
0.17754,-83.7571,66.5903,sol
0.10263,-83.8072,66.6038,foret
0.084767,-83.8805,66.6236,foret
0.087507,-83.9602,66.645,foret
0.06649,-84.0169,66.6602,foret
0.11848,72.3538,59.613,sol
0.11063,72.3399,59.6053,sol
0.11137,72.3108,59.5892,sol
0.11315,72.284,59.5744,sol
0.12452,72.2516,59.5564,sol
0.17541,72.2236,59.5408,sol
0.12996,72.2192,59.5383,sol
0.073379,72.2156,59.5363,foret
0.19109,72.2134,59.5351,sol
0.12833,72.2088,59.5325,sol
0.2155,72.2052,59.5305,sol
0.13185,72.2012,59.5283,sol
0.17218,72.1909,59.5225,sol
0.085827,72.1828,59.518,foret
0.13706,72.1801,59.5165,sol
0.26389,72.1776,59.5151,eau
0.14382,72.1656,59.5084,sol
0.092234,72.153,59.5014,foret
0.14274,72.1449,59.4968,sol
0.19051,72.1349,59.4913,sol
0.10961,72.1305,59.4888,foret
0.15498,72.1263,59.4864,sol
0.15299,72.1195,59.4826,sol
0.20213,72.1151,59.4801,sol
0.14139,72.101,59.4722,sol
0.11518,72.0865,59.4641,sol
0.17798,72.0843,59.4628,sol
0.13378,72.0675,59.4534,sol
0.1134,72.0504,59.4438,sol
0.1533,72.0431,59.4397,sol
0.19041,72.0351,59.4352,sol
0.11314,72.0264,59.4302,sol
0.18891,72.0183,59.4257,sol
0.14493,72.0138,59.4232,sol
0.12524,72.0033,59.4172,sol
0.18808,71.9943,59.4121,sol
0.11966,71.9901,59.4097,sol
0.26913,71.9863,59.4076,eau
0.13465,71.9829,59.4057,sol
0.081915,71.9795,59.4037,foret
0.1325,71.964,59.3949,sol
0.21801,71.9487,59.3862,eau
0.1357,71.9458,59.3845,sol
0.19058,71.9412,59.3819,sol
0.13996,71.9372,59.3797,sol
0.078627,71.9353,59.3785,foret
0.1667,71.9327,59.3771,sol
0.09287,71.9299,59.3755,foret
0.14423,71.9085,59.3633,sol
0.20105,71.887,59.351,sol
0.12352,71.8815,59.3479,sol
0.18132,71.8761,59.3448,sol
0.086599,71.8739,59.3435,foret
0.14685,71.866,59.339,sol
0.12407,71.8526,59.3314,sol
0.20279,71.844,59.3265,sol
0.11947,71.8369,59.3224,sol
0.072037,71.8316,59.3193,foret
0.1158,71.8288,59.3177,sol
0.12336,71.8097,59.3067,sol
0.15248,71.7916,59.2963,sol
0.12595,71.77,59.2839,sol
0.15145,71.7453,59.2696,sol
0.12986,71.734,59.2631,sol
0.13542,71.722,59.2561,sol
0.1116,71.6904,59.2378,sol
0.11475,71.6546,59.217,sol
0.13794,71.6359,59.2061,sol
0.088058,71.6231,59.1986,foret
0.13072,71.6125,59.1924,sol
0.11611,71.587,59.1776,sol
0.17652,71.5675,59.1662,sol
0.091139,71.5655,59.165,foret
0.11855,71.5601,59.1619,sol
0.18098,71.5533,59.1579,sol
0.13006,71.5438,59.1523,sol
0.073542,71.5362,59.1478,foret
0.13718,71.5324,59.1456,sol
0.11603,71.5169,59.1365,sol
0.15847,71.5021,59.1278,sol
0.098478,71.4983,59.1255,foret
0.17107,71.4954,59.1238,sol
